Year,Country,Decile,Avg Wage (Local currency),Avg Wage (2017 PPP $),Avg Wage (U.S. dollars),GDP (Constant 2017 $),Labour Income (% GDP),Labour Force Participation Rate (%),Share of income (Deciles),Min Wage (Local currency),Min Wage (2017 PPP $),Min Wage (U.S. dollars),Population,Total of income (deciles),Average of income (deciles)
1980.0,Albania,1.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,2.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,3.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,4.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,5.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,6.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,7.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,8.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,9.0,,,,4650625161.0,,,,,,,,,
1980.0,Albania,10.0,,,,4650625161.0,,,,,,,,,
1980.0,Argentina,1.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,2.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,3.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,4.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,5.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,6.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,7.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,8.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,9.0,,,,287842000000.0,,,,,,,,,
1980.0,Argentina,10.0,,,,287842000000.0,,,,,,,,,
1980.0,Armenia,1.0,,,,,,,,,,,,,
1980.0,Armenia,2.0,,,,,,,,,,,,,
1980.0,Armenia,3.0,,,,,,,,,,,,,
1980.0,Armenia,4.0,,,,,,,,,,,,,
1980.0,Armenia,5.0,,,,,,,,,,,,,
1980.0,Armenia,6.0,,,,,,,,,,,,,
1980.0,Armenia,7.0,,,,,,,,,,,,,
1980.0,Armenia,8.0,,,,,,,,,,,,,
1980.0,Armenia,9.0,,,,,,,,,,,,,
1980.0,Armenia,10.0,,,,,,,,,,,,,
1980.0,Australia,1.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,2.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,3.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,4.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,5.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,6.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,7.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,8.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,9.0,,,,452292000000.0,,,,,,,,,
1980.0,Australia,10.0,,,,452292000000.0,,,,,,,,,
1980.0,Azerbaijan,1.0,,,,,,,,,,,,,
1980.0,Azerbaijan,2.0,,,,,,,,,,,,,
1980.0,Azerbaijan,3.0,,,,,,,,,,,,,
1980.0,Azerbaijan,4.0,,,,,,,,,,,,,
1980.0,Azerbaijan,5.0,,,,,,,,,,,,,
1980.0,Azerbaijan,6.0,,,,,,,,,,,,,
1980.0,Azerbaijan,7.0,,,,,,,,,,,,,
1980.0,Azerbaijan,8.0,,,,,,,,,,,,,
1980.0,Azerbaijan,9.0,,,,,,,,,,,,,
1980.0,Azerbaijan,10.0,,,,,,,,,,,,,
1980.0,Bangladesh,1.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,2.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,3.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,4.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,5.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,6.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,7.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,8.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,9.0,,,,35654198967.0,,,,,,,,,
1980.0,Bangladesh,10.0,,,,35654198967.0,,,,,,,,,
1980.0,Barbados,1.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,2.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,3.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,4.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,5.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,6.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,7.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,8.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,9.0,,,,3576698709.0,,,,,,,,,
1980.0,Barbados,10.0,,,,3576698709.0,,,,,,,,,
1980.0,Belarus,1.0,,,,,,,,,,,,,
1980.0,Belarus,2.0,,,,,,,,,,,,,
1980.0,Belarus,3.0,,,,,,,,,,,,,
1980.0,Belarus,4.0,,,,,,,,,,,,,
1980.0,Belarus,5.0,,,,,,,,,,,,,
1980.0,Belarus,6.0,,,,,,,,,,,,,
1980.0,Belarus,7.0,,,,,,,,,,,,,
1980.0,Belarus,8.0,,,,,,,,,,,,,
1980.0,Belarus,9.0,,,,,,,,,,,,,
1980.0,Belarus,10.0,,,,,,,,,,,,,
1980.0,Belgium,1.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,2.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,3.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,4.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,5.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,6.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,7.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,8.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,9.0,,,,240499000000.0,,,,,,,,,
1980.0,Belgium,10.0,,,,240499000000.0,,,,,,,,,
1980.0,Belize,1.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,2.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,3.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,4.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,5.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,6.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,7.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,8.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,9.0,,,,468843260.7,,,,,,,,,
1980.0,Belize,10.0,,,,468843260.7,,,,,,,,,
1980.0,Benin,1.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,2.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,3.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,4.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,5.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,6.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,7.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,8.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,9.0,,,,2879134858.0,,,,,,,,,
1980.0,Benin,10.0,,,,2879134858.0,,,,,,,,,
1980.0,Bhutan,1.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,2.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,3.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,4.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,5.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,6.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,7.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,8.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,9.0,,,,163460690.5,,,,,,,,,
1980.0,Bhutan,10.0,,,,163460690.5,,,,,,,,,
1980.0,Bolivia,1.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,2.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,3.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,4.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,5.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,6.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,7.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,8.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,9.0,,,,11833371977.0,,,,,,,,,
1980.0,Bolivia,10.0,,,,11833371977.0,,,,,,,,,
1980.0,Bosnia and Herzegovina,1.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,2.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,3.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,4.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,5.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,6.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,7.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,8.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,9.0,,,,,,,,,,,,,
1980.0,Bosnia and Herzegovina,10.0,,,,,,,,,,,,,
1980.0,Botswana,1.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,2.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,3.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,4.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,5.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,6.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,7.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,8.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,9.0,,,,1877731724.0,,,,,,,,,
1980.0,Botswana,10.0,,,,1877731724.0,,,,,,,,,
1980.0,Brazil,1.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,2.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,3.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,4.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,5.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,6.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,7.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,8.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,9.0,,,,784559000000.0,,,,,,,,,
1980.0,Brazil,10.0,,,,784559000000.0,,,,,,,,,
1980.0,Bulgaria,1.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,2.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,3.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,4.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,5.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,6.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,7.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,8.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,9.0,,,,30380970883.0,,,,,,,,,
1980.0,Bulgaria,10.0,,,,30380970883.0,,,,,,,,,
1980.0,Burkina Faso,1.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,2.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,3.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,4.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,5.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,6.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,7.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,8.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,9.0,,,,2152496123.0,,,,,,,,,
1980.0,Burkina Faso,10.0,,,,2152496123.0,,,,,,,,,
1980.0,Burundi,1.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,2.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,3.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,4.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,5.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,6.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,7.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,8.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,9.0,,,,1542628014.0,,,,,,,,,
1980.0,Burundi,10.0,,,,1542628014.0,,,,,,,,,
1980.0,Cabo Verde,1.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,2.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,3.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,4.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,5.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,6.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,7.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,8.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,9.0,,,,172138338.4,,,,,,,,,
1980.0,Cabo Verde,10.0,,,,172138338.4,,,,,,,,,
1980.0,Cambodia,1.0,,,,,,,,,,,,,
1980.0,Cambodia,2.0,,,,,,,,,,,,,
1980.0,Cambodia,3.0,,,,,,,,,,,,,
1980.0,Cambodia,4.0,,,,,,,,,,,,,
1980.0,Cambodia,5.0,,,,,,,,,,,,,
1980.0,Cambodia,6.0,,,,,,,,,,,,,
1980.0,Cambodia,7.0,,,,,,,,,,,,,
1980.0,Cambodia,8.0,,,,,,,,,,,,,
1980.0,Cambodia,9.0,,,,,,,,,,,,,
1980.0,Cambodia,10.0,,,,,,,,,,,,,
1980.0,Cameroon,1.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,2.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,3.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,4.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,5.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,6.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,7.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,8.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,9.0,,,,11114265237.0,,,,,,,,,
1980.0,Cameroon,10.0,,,,11114265237.0,,,,,,,,,
1980.0,Chad,1.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,2.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,3.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,4.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,5.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,6.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,7.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,8.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,9.0,,,,1504033784.0,,,,,,,,,
1980.0,Chad,10.0,,,,1504033784.0,,,,,,,,,
1980.0,China,1.0,,,,422770000000.0,,,,,,,,,
1980.0,China,2.0,,,,422770000000.0,,,,,,,,,
1980.0,China,3.0,,,,422770000000.0,,,,,,,,,
1980.0,China,4.0,,,,422770000000.0,,,,,,,,,
1980.0,China,5.0,,,,422770000000.0,,,,,,,,,
1980.0,China,6.0,,,,422770000000.0,,,,,,,,,
1980.0,China,7.0,,,,422770000000.0,,,,,,,,,
1980.0,China,8.0,,,,422770000000.0,,,,,,,,,
1980.0,China,9.0,,,,422770000000.0,,,,,,,,,
1980.0,China,10.0,,,,422770000000.0,,,,,,,,,
1980.0,Colombia,1.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,2.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,3.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,4.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,5.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,6.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,7.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,8.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,9.0,,,,86155084342.0,,,,,,,,,
1980.0,Colombia,10.0,,,,86155084342.0,,,,,,,,,
1980.0,Comoros,1.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,2.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,3.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,4.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,5.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,6.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,7.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,8.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,9.0,,,,396529283.8,,,,,,,,,
1980.0,Comoros,10.0,,,,396529283.8,,,,,,,,,
1980.0,Costa Rica,1.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,2.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,3.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,4.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,5.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,6.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,7.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,8.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,9.0,,,,14850204694.0,,,,,,,,,
1980.0,Costa Rica,10.0,,,,14850204694.0,,,,,,,,,
1980.0,Croatia,1.0,,,,,,,,,,,,,
1980.0,Croatia,2.0,,,,,,,,,,,,,
1980.0,Croatia,3.0,,,,,,,,,,,,,
1980.0,Croatia,4.0,,,,,,,,,,,,,
1980.0,Croatia,5.0,,,,,,,,,,,,,
1980.0,Croatia,6.0,,,,,,,,,,,,,
1980.0,Croatia,7.0,,,,,,,,,,,,,
1980.0,Croatia,8.0,,,,,,,,,,,,,
1980.0,Croatia,9.0,,,,,,,,,,,,,
1980.0,Croatia,10.0,,,,,,,,,,,,,
1980.0,Cyprus,1.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,2.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,3.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,4.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,5.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,6.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,7.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,8.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,9.0,,,,5430416629.0,,,,,,,,,
1980.0,Cyprus,10.0,,,,5430416629.0,,,,,,,,,
1980.0,Czechia,1.0,,,,,,,,,,,,,
1980.0,Czechia,2.0,,,,,,,,,,,,,
1980.0,Czechia,3.0,,,,,,,,,,,,,
1980.0,Czechia,4.0,,,,,,,,,,,,,
1980.0,Czechia,5.0,,,,,,,,,,,,,
1980.0,Czechia,6.0,,,,,,,,,,,,,
1980.0,Czechia,7.0,,,,,,,,,,,,,
1980.0,Czechia,8.0,,,,,,,,,,,,,
1980.0,Czechia,9.0,,,,,,,,,,,,,
1980.0,Czechia,10.0,,,,,,,,,,,,,
1980.0,Estonia,1.0,,,,,,,,,,,,,
1980.0,Estonia,2.0,,,,,,,,,,,,,
1980.0,Estonia,3.0,,,,,,,,,,,,,
1980.0,Estonia,4.0,,,,,,,,,,,,,
1980.0,Estonia,5.0,,,,,,,,,,,,,
1980.0,Estonia,6.0,,,,,,,,,,,,,
1980.0,Estonia,7.0,,,,,,,,,,,,,
1980.0,Estonia,8.0,,,,,,,,,,,,,
1980.0,Estonia,9.0,,,,,,,,,,,,,
1980.0,Estonia,10.0,,,,,,,,,,,,,
1980.0,Eswatini,1.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,2.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,3.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,4.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,5.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,6.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,7.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,8.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,9.0,,,,766447580.3,,,,,,,,,
1980.0,Eswatini,10.0,,,,766447580.3,,,,,,,,,
1980.0,Ethiopia,1.0,,,,,,,,,,,,,
1980.0,Ethiopia,2.0,,,,,,,,,,,,,
1980.0,Ethiopia,3.0,,,,,,,,,,,,,
1980.0,Ethiopia,4.0,,,,,,,,,,,,,
1980.0,Ethiopia,5.0,,,,,,,,,,,,,
1980.0,Ethiopia,6.0,,,,,,,,,,,,,
1980.0,Ethiopia,7.0,,,,,,,,,,,,,
1980.0,Ethiopia,8.0,,,,,,,,,,,,,
1980.0,Ethiopia,9.0,,,,,,,,,,,,,
1980.0,Ethiopia,10.0,,,,,,,,,,,,,
1980.0,Fiji,1.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,2.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,3.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,4.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,5.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,6.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,7.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,8.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,9.0,,,,2303846220.0,,,,,,,,,
1980.0,Fiji,10.0,,,,2303846220.0,,,,,,,,,
1980.0,France,1.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,2.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,3.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,4.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,5.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,6.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,7.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,8.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,9.0,,,,1300250000000.0,,,,,,,,,
1980.0,France,10.0,,,,1300250000000.0,,,,,,,,,
1980.0,Georgia,1.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,2.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,3.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,4.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,5.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,6.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,7.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,8.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,9.0,,,,17702911107.0,,,,,,,,,
1980.0,Georgia,10.0,,,,17702911107.0,,,,,,,,,
1980.0,Germany,1.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,2.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,3.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,4.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,5.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,6.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,7.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,8.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,9.0,,,,1860610000000.0,,,,,,,,,
1980.0,Germany,10.0,,,,1860610000000.0,,,,,,,,,
1980.0,Ghana,1.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,2.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,3.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,4.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,5.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,6.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,7.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,8.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,9.0,,,,10640220889.0,,,,,,,,,
1980.0,Ghana,10.0,,,,10640220889.0,,,,,,,,,
1980.0,Greece,1.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,2.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,3.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,4.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,5.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,6.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,7.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,8.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,9.0,,,,147848000000.0,,,,,,,,,
1980.0,Greece,10.0,,,,147848000000.0,,,,,,,,,
1980.0,Guatemala,1.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,2.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,3.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,4.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,5.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,6.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,7.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,8.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,9.0,,,,22681207093.0,,,,,,,,,
1980.0,Guatemala,10.0,,,,22681207093.0,,,,,,,,,
1980.0,Guinea-Bissau,1.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,2.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,3.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,4.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,5.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,6.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,7.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,8.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,9.0,,,,401284075.1,,,,,,,,,
1980.0,Guinea-Bissau,10.0,,,,401284075.1,,,,,,,,,
1980.0,Guyana,1.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,2.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,3.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,4.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,5.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,6.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,7.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,8.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,9.0,,,,2514896327.0,,,,,,,,,
1980.0,Guyana,10.0,,,,2514896327.0,,,,,,,,,
1980.0,Hungary,1.0,,,,,,,,,,,,,
1980.0,Hungary,2.0,,,,,,,,,,,,,
1980.0,Hungary,3.0,,,,,,,,,,,,,
1980.0,Hungary,4.0,,,,,,,,,,,,,
1980.0,Hungary,5.0,,,,,,,,,,,,,
1980.0,Hungary,6.0,,,,,,,,,,,,,
1980.0,Hungary,7.0,,,,,,,,,,,,,
1980.0,Hungary,8.0,,,,,,,,,,,,,
1980.0,Hungary,9.0,,,,,,,,,,,,,
1980.0,Hungary,10.0,,,,,,,,,,,,,
1980.0,Iceland,1.0,,,,,,,,,,,,,
